id,texto,emocion
5523,"Que todas estas tristezas del dia, no nos quiten la esperanza ni la perspectiva de estar viviendo la #Pascua! La luz siempre ganará sobre la oscuridad, oremos por un #venezuelalibre y por los valientes que estan dando su vida por su patria. USER USER",sadness
5524,Lo de NO dar la cara también es de muy y mucho Español USER USER #28Abril #EleccionesL6 #ElecccionesGenerales28A,others
5525,¡Qué lujo tenemos poder ver jugar a Messi! ⚽ #ChampionsLeague,joy
5526,"El #FCBarcelona 🥇CAMPEÓN🏆de #LaLiga. Con gol de Messi derrota al Levante, 1-0, y se corona campeón de la liga española de fútbol. https://t.co/YUephcPxmp",others
5527,"Algunos de los árboles más viejos habían sido reutilizados del edificio anterior (1160), y algunos de ellos probablemente databan del siglo VIII. Significa que algunos de los árboles que se quemaron ayer eran más viejos que el francés y Francia! 😢 #NotreDame https://t.co/yPh81nJExw",sadness
5528,"#ChampionsLeague #Semifinal #Ida. Paso inmenso de #FCBarcelona rumbo a la final de #Madrid: de local, y con otra actuación antológica de #Messi 🇦🇷, goleó 3x0 a USER . Los goles del #Cule fueron de Luis #Suarez 🇺🇾26' y doblete de Lío 75' 82' (tiro libre al ángulo). USER https://t.co/MlJRq93THn",joy
5529,¿Soy el único que piensa que #juegodetronos ha cometido un error tremendo? Primero se tendría que haber decidido quien se sienta en el trono de hierro y después matar al rey de la noche.,surprise
5530,"Cada ser humano tiene el pleno derecho de llorar o apenarse por lo que su emoción lo considere, sea #NotreDame, los animalitos de la calle, los niños de Siria o su equipo de fútbol. Dejemos de señalar que bien feo se siente.",sadness
5531,"Absolutamente TODOS mis respetos , Reina #JuegodeTronos https://t.co/xvIsPN9nbw",others
5532,"INMACULADOS los hombres valientes que cubrieron la retiradas de las tropas Su nombre da honor a su reputacion Su temple, la disciplina y no tener miedo a nada Jamás los olvidaremos! #GameofThrones #JuegodeTronos https://t.co/09fxxska8d",joy
5533,"#GOTS8E3 El mejor capítulo de la historia de la televisión. Una tensión, un ritmo y un dramatismo inalcanzables. #JuegodeTronos",joy
5534,Ustedes de verdad están contentos con que Arya matara al rey de la noche cargándose así 7 temporadas donde nos han venido desarrollando toda una historia sobre el príncipe/princesa que fue prometido/a? #JuegodeTronos,sadness
5535,"#ChampionsLeague Con un doblete de #Messi, el #Barcelona se impuso 3 a 0 a el #Liverpool en el Camp Nou en la ida de una de las semifinales de la #ChampionsLeague2019. #BarçaLFC #CampNou #Messi600 https://t.co/zvM3BFh0ov",others
5536,¡Grito de campeón! Las mejores postales del #Barcelona 1-0 #Levante y el festejo tras levantar #LaLiga ►https://t.co/oGMHhyjTH1 https://t.co/bZup6iftxE,joy
5537,USER Maduro es una mierda. Aferrarse a #Venezuela. La gente va a ganar. (Google Translator),disgust
5538,#DíaDelLibro Felicidad para los amantes de los libros e ira santa contra quienes se los roban. https://t.co/0YP4SD6ZID,others
5539,El encuentro entre dos generaciones que luchan por la sostenibilidad del planeta 🌎 #GretaThunberg #JaneGoodall #ClimateAction #PreparadosparaelFuturo https://t.co/O1xK3PU09k,others
5540,"USER USER USER USER USER USER USER Haber dormido cuatro horas y sin haber visto #JuegodeTronos, esto sí que es #resacaelectoral https://t.co/iyJPPmJ450",others
5541,Zona Rental de #PlazaVenezuela #30Abril La gente va de camino a sus casas siete horas de haber comenzando el intento de #GolpeDeEstado en #Venezuela https://t.co/mlsJv65RS5,others
5542,Hoy todos a preparar los kleenex por que vamos a llorar mucho #GameofThrones #JuegodeTronos #GOT #HBO #ForTheThrone #GOTS8,sadness
5543,He visto una puta maestra. Deberia haber un Oscar para el mejor capitulo de las series. Este debe ser el primero. #JuegodeTronos #GOT8/03 #juegodetronos8x03,others
5544,Para qué van a la embajada donde los venezolanos exiliados están manifestando pacíficamente a gritarles a favor de Maduro? #VenezuelaLibre,anger
5545,USER Cuanto me gustaría conocer ese #angel. Cuanta #VERDAD en tu #Educación #GretaThunberg Gracias. https://t.co/A74FWVOqB7,others
5546,USER USER Caterva de hijueputas venezolanos que le hacen juego al pilche golpe. Háganse los valientes en #Venezuela y no jodan en Ecuador. Dan asco.... https://t.co/2P3AzaBdS4,disgust
5547,Minuto a minuto: ¿Qué pasa en #Venezuela?. https://t.co/wDLicF5NA0 https://t.co/AFimoRwMDT,others
5548,HAZ RT PARA QUE USER LO VEA #EleccionesRTVE #EleccionesA3N #pactometro #Elecciones2019 #ElecccionesGenerales28A 😂😂 https://t.co/JCGIs7OhOp,others
5549,"Una ya no puede ni estar en la cola del wok sin que los de delante hagan spoiler de #JuegodeTronos madre mía. Tuve que soltar un 'TE QUIERES CALLAR, por favor...'",anger
5550,Que no puedo parar de llorar tío #JuegodeTronos,sadness
5551,Buen inicio de semana para celebrarlo mejor con UN CARAMELO PARA EL ALMA https://t.co/McVYbH02mR #FelizLunes #JuegodeTronos https://t.co/cwAVojpg2Q,joy
5552,#JuegoDeTronos: ¿Quién ha sido el primero en morir en la #Batalla de Invernalia? https://t.co/ONtR7rhyWn #Entretenimiento #ListínDiario https://t.co/CBTARMK5dO,others
5553,"Tremenda la mano en el ares del Liverpool.. Si así funciona el VAR, elige campeones! #ChampionsLeague",surprise
5554,¿Está Ovrebo de árbitro otra vez? #BarcelonaLiverpool #ChampionsLeague,others
5555,"Merecidísima hostia de la derecha, más feliz imposible #ElecccionesGenerales28A",joy
5556,"Hacía mucho tiempo, pero muuuucho tiempo no le daban un baile tan sabroso al #Barca Qué equipazo el #Liverpool Y sin embargo, van perdiendo. #UCL #ChampionsLeague #ChampionsxESPN #CHAMPIONSxFOX #BarcelonaLiverpool",others
5557,Qué bueno es el 10 de Barcelona #ChampionsLeague,others
5558,En el #DíaDelLibro los invitamos a conocer y consultar nuestro catálogo de publicaciones ingresando a biblioteca en: https://t.co/lalXGZV4hN https://t.co/2q1DnLpVsu,others
5559,. USER Informa: a #Venezuela y a la comunidad internacional que USER no ha solicitado asilo al Gobierno de Chile y ya no se encuentra en la residencia diplomática.,others
5560,"Qué feliz me hace ver tantos colores en nuestro Congreso de los Diputados, a pesar de. Cuánto ha avanzado España en menos de diez años.#ElecccionesGenerales28A",joy
5561,Sigue a este pavo q regala pavos USER #JuegodeTronos #AvengersEndgame #BranStark,others
5562,¿Por qué ese personaje tenía que terminar así en #JuegodeTronos? #GameOfThrones ¡Ojo! Cuidado con los SPOILERS https://t.co/xtVHfoD9V0 https://t.co/XZgJzUMPL5,others
5563,Puede que esa no fuese la respuesta que la militancia esperaba… #ElecccionesGenerales28A #ComPol https://t.co/Jj8acOLttu,others
5564,"No dan limosna a la capilla de su pueblo pero andan sufriendo por la Catedral de Notre Dame. No sean doble cara, amigos. #NotreDame",anger
5565,"Muy pendientes del fenómeno #GretaThunberg, de esa mezcla explosiva entre #Ecología e #Infancia https://t.co/4AGgdCl5km",others
5566,La adolescente activista de 15 años propuesta como #NobeldelaPaz Políticos noruegos proponen a la activista #GretaThunberg para el Nobel de la Paz... https://t.co/l2StNwhKNw,others
5567,Hace ocho meses se veía hermosa... #NotreDame https://t.co/I2R9zzyQZj,sadness
5568,USER USER Dos noticias juntas que se entienden mejor. #HandsOffVenezuela #Venezuela https://t.co/19HFktGG0F,others
5569,⚽️ #AthleticAlavés (1-1) 🎙️ Rojiblancos y albiazules seguirán luchando por la séptima plaza https://t.co/eszC8v0LNw #eitbkirolak #LaLiga,others
5570,"Bueno, después de que en España les hayamos vencido en las urnas, ahora toca ver cómo lo hacen en la ficción... #VivePoniente #JuegodeTronos #GameOfThrones https://t.co/K4d7b6DhmE",others
5571,📻 Termina el primer tiempo: USER 1-0 USER Semifinal ida #ChampionsLeague En vivo: https://t.co/5s3YrmKMKU https://t.co/UhGxcFV5Ld,others
5572,"#DíadelLibro creada en 1971 por editorial Quimantú, la revista #Cabrochico fue la respuesta de “izquierda” a la “derechista” #Mampato. En serio, así de polarizados estábamos, que la… https://t.co/UirlvHTr2a",others
5573,Por favor para guionistas y productores.... las batallas mejor de día... GRACIAS!!! #JuegodeTronos,joy
5574,"La que dejó ir Dembélé al final, no me jodas. 🤦🏻‍♂️ Servidos Liverpool, el que sigue por favor... #ChampionsLeague",anger
5575,Nos acabamos de enterar de la tragedia en #NotreDame y hemos puesto los videos de noticias en Youtube para verlo. Me están dando unas ganas de llorar tremendas. Yo la vi pero hace muchos años. Q pérdida más grande dios mío. Acongoja el corazón 😭,sadness
5576,"El 26 de octubre de 2018 grabé este vídeo durante mi primer viaje a #París. Las campanas de la Catedral de #NotreDame se escuchaban por toda la ciudad. Fue un momento mágico. Hoy, el mundo entero llora por una gran pérdida. Mi corazón se une al dolor de #Francia. Terrible 😔⛪️🇫🇷 https://t.co/7VBntCzKrV",sadness
5577,DA ASCO la cantidad de ignorantes y de resentidos que se burlan o se alegran por el incendio en Notre Dame. #NotreDame,disgust
5578,Convoco a los jóvenes a que este 15 de marzo ratifiquemos el #AcuerdodeParís la tierra necesita de todos. USER USER USER USER USER USER USER USER USER USER #GretaThunberg https://t.co/uB4sD9mbxD,others
5579,"#NotreDame es una gran pérdida para todos. Pero al menos no hay que lamentar pérdidas humanas. Eso al menos es un consuelo, aunque el daño del incendio es una pena.",sadness
5580,USER El Liverpool es una Bestia. El mejor equipo de la #ChampionsLeague hasta el momento. 😍,joy
5581,"Triste lo de #NotreDame, simplemente triste...",sadness
5582,"Resultado 25/4 🏀 #LaLiga: Triunfo de Comunicaciones, en casa, sobre Olímpico. ✅ USER 86-70 USER ❌ https://t.co/ezgwuGpB1y",joy
5583,¿Alguien podría describir a USER con una sola palabra? 🇦🇷✨♥️ #leomessi #barcelona #futbol #championsleague #argentina #600goles https://t.co/IIJiuehL7q,others
5584,#ÚLTIMAHORA Los bomberos declaran extinguido el incendio de Notre Dame #NotreDameEnLlamas https://t.co/BzK1oarMMn https://t.co/7z1Qjt4R3G,others
5585,USER Nada más bajo que un peronista en campaña. Panqueque!!!!! Sabemos y recordamos quien es quien. #NoVuelvenMas #NSB #FracasoElParo #Venezuela,anger
5586,El primer libro que me leí fue Humillados y Ofendidos porque estaba en la biblioteca de mi abuela. Tuve que leerlo de nuevo unos años después para lograr acogerlo con amor. Así inicio mi elevado gusto por Rusia ¿Te acuerdas de tu primer libro? #DiaDelLibro,joy
5587,"Ver a #NotreDameEnLlamas da tristeza, pero no más que la tristeza e impotencia que se siente ante la destrucción de Bagdad (por ejemplo) y tantos tesoros de la humanidad y VIDAS q se despachan sin una sola lágrima de est USER que destruyen y matan sin perder su hilarante perversidad",sadness
5588,Cómo olvjdar a USER en el #DiaDelLibro y los libros que marcaron su vida? Lo extrañamos Lord Supremo Tlatoani Azteca,others
5589,Después de darme un garbeo por varias librerías me he decantado por esta compra en USER : Armonías y suaves cantos : las mujeres olvidadas de la música clásica / Anna Beer Deseando ponerme 🤓 #DiaDelLibro #DíadoLibro #23deAbril #santjordi https://t.co/gMyCVGBINW,others
5590,"#NotreDameEnLlamas En una ocasión paseado a orillas del sena te encontramos majestuosa delante de nuestros ojos y ahora con el pueblo de #Francia seguro que muy pronto volveras a brillar así ,que no te quepa la menor duda querida #NotreDame #Paris https://t.co/6GOvig1i2R",joy
5591,Un Presidente que miente deliberadamente quiere acabar con #Cuba y #Venezuela. Cese la agresión y la amenaza contra los pueblos independentes. https://t.co/W9OfpqzpRx,others
5592,"👉desde que estaba en la escuela me encanta ir a la biblioteca, llegar a llenar varias fichas de los préstamos circulantes. La verdad empecé no por gusto a acudir a la biblioteca de la escuela a los 9 años, #DiaDelLibro #VivirAlMaximo #Disfruta #AmaLoQueHagas #AquiHayAmor 🐾🙋🏻👉",joy
5593,Empezamos el domingo votando y con un miedo casi parecido por el nuevo capítulo de #JuegodeTronos... puede pasar cualquiero cosa #28A ¡Todos a votar!,surprise
5594,TERMINA EL PARTIDO! 🔵🔴 BARCELONA es CAMPEÓN 🏆 de #Laliga para segundo año consecutivo. Derrota por la mínima al Levante y festeja un título más. ⚽ Messi. https://t.co/eR9i88v2Wy,joy
5595,"Venezolanos por favor, ahora más unidos que nunca, no dejen la calle sola. Llegó el fin de tantos años de miseria, sigan en la calle #Venezuela",fear
5596,"USER Socialista tenias q ser, luego vendrá el levantamiento definitivo y veremos q dice, ojalá sea luego y saquen a ese asesino tal como nosotros sacamos con nuestros VALIENTES MILITARES a Allende. #Venezuela SUEÑA CON LA LIBERTAD. Asi es que cállate huevón nefasto",anger
5597,"USER USER USER Si la señora que tenía que ir a #Venezuela lo hubiera hecho a tiempo, tal vez ésto no hubiera ocurrido.... Señora: Lo dejo a su conciencia",others
5598,"USER activista sueca, defensora del #MedioAmbiente y activista en contra del #CambioClimatico, propone una #HuelgaEscolarPorElClima. #GretaThunberg https://t.co/Ly99n0GxU8",others
5599,Me cago en la puta. #JuegoDeTronos,anger
5600,#GretaThunberg La joven sueca de 16 años se ha convertido en una figura de la lucha contra el cambio climático y convocó una “huelga mundial” de escolares este viernes para pedir acciones para luchar eficazmente contra el fenómeno. https://t.co/WA5Apbpevu,others
5601,El numerito del intercambio de libros aprovechando que es el #DíaDelLibro era de esperar #QuépocaImaginación #ElDebateDecisivo,others
5602,"#Barcelona es campeón de #LaLiga... No hay más que felicitarlos. Fueron los mejores de la temporada en España. Hay que saber perder, y sé perder.",sadness
5603,"Con este gol de Lionel #Messi, el #Barcelona se proclama campeón de #LaLiga. https://t.co/PeuAlpPTkH",others
5604,"Se ha quedado un Lunes de puta madre para cogerse 4 años de vacaciones..#ElecccionesGenerales28A Además ""Todos los políticos son iguales"" verdad chiquillos? Juas juas",anger
5605,Casa Mormont: símbolo de lealtad y valentía; el Oso que protegió al Dragón y al Lobo... #GameOfThrones⁠ ⁠ #JuegoDeTronos https://t.co/6rU0SS9NRi,others
5606,"Mil gracias a los profesores, alumnos en prácticas de la USER , USER y USER por este día tan especial #DíaDelLibro #MaristasLee https://t.co/lI5zroOxAn",joy
5607,#VivePoniente #JuegodeTronos USER volviendo a ver el último capítulo otra vez ...expectacular en todo para mi la mejor serie de la TV gracias por tanto.,joy
5608,"En este #DíaDelLibro de casualidad alguien tendrá que me preste el libro de la #SosaNostra, dicen que está bueno.",joy
5609,"700millones recaudados en apenas un día... Las Incongruencias de un mundo capitalista ciego y egoísta. Que vale más una catedral, o la vida de millones de personas en paises en guerra? (Sin tener nada en contra de #NotreDame )",anger
5610,Hoy repetirán como loros ''Pese a Valverde y su inoperancia somos campeones de #LaLiga'' https://t.co/OUr9PMyzHL,others
5611,Atlético Madrid *1-0 Real Valladolid (66') https://t.co/AfKe7c2hDh #GoalFlash #LaLiga,others
5612,"Notre Dame resistió a las guerras de religión, la Revolución Francesa, dos guerras mundiales, más de ocho siglos al paso del tiempo... pero no resistió una remodelación donde un “ruso” calentando su almuerzo con un reverbero olvidó desenchufarlo #NotreDame",anger
5613,🎞️¿Todo listo? Esta noche sed buenos y no hagáis spoilers #GameofThrones #JuegoDeTronos 😱👇 https://t.co/2fkXAUhvRi,joy
