id,texto,emocion_original,grupo,estudiante
3114,Gol de Lucho Suarez !! 1-0 gana Barcelona #ChampionsLeague,joy,P,3
3115,"Justo iba a poner que era un 2 a 0 mentiroso y el animal, extraterrestre de messi hace este gol , gracias Dios por hacerlo argentino #BarcelonavLiverpool #ChampionsLeague",joy,P,3
3116,Las mejores 8 posiciones sexuales para adelgazar Más Información 👉 https://t.co/xGH30ZrY1w . No esperes más y visita nuestra página 👉 https://t.co/VoJxwDJOaH . #LaNetaSiempre #31May #FelizDíaDelNiño #ChampionsLeague https://t.co/wUYwBIlif7,others,P,3
3117,En toda Alemania se manifiestan jóvenes inspirados por #GretaThunberg en el #FridaysForFuture. #climatestrike contra el cambio climático. https://t.co/5JFbQqEYjY,others,P,3
3118,"""El Estado Islámico celebra el incendio de Notre Dame""... esto ya me lo imaginaba. #NotreDame",others,P,3
3119,"""El desastre en #NotreDame"", así los titulares de los medios franceses https://t.co/wNKa8Od85e",disgust,P,3
3120,"Rechazamos enérgicamente la amenaza de bloqueo total y completo de #Trump contra #Cuba. No hay operaciones militares, ni tropas cubanas en #Venezuela. Llamamos a la comunidad internacional a detener peligrosa escalada agresiva y preservar la #Paz. Basta ya de mentiras #SomosCuba https://t.co/uN8hsgagfX",anger,P,3
3121,Esta tarde he empezado a llorar desconsoladamente y de manera exagerada al enterarme que ardía #NotreDame El mundo está lleno de cosas terribles y tristes que me tendrían… https://t.co/1knD98UqHH,sadness,P,3
3122,#DiaDelLibro #DIY Camiseta con sus cuentos favoritos https://t.co/Z1lDQQNpJX vía USER https://t.co/Z1lDQQNpJX,others,P,3
3123,La mamá de #GretaThunberg apoyando la causa de su hija con unos cuantos árboles mutilados detrás. #Climafake https://t.co/0O1gMXa9p9,others,P,3
3124,"Respecto a la situación política de #VENEZUELA: pasamos de lo sublime a primera hora de la mañana, a la opacidad de la información en la tarde, y ahora al temor y sospecha que por ahora todo termina esta noche ..!",fear,P,3
3125,"5 escaños tiene bildu, los terroristas. Es para cagarse. #ElecccionesGenerales28A",anger,P,3
3126,Una pena lo que está pasando en estos momentos en Venezuela 🇻🇪 #Venezuela,sadness,P,3
3127,En #Venezuela se están inmolando para ser una república libre del dictador Maduro y acá estamos pensando en que vuelva la aliada nro 1 de Maduro. USER . Desde qué lógica se puede entender? Qué pais! #NoVuelvenMas,anger,P,3
3128,Aprovechando que es el día del libro les voy a a ir poniendo hoy algunos de los favoritos de mi librero como recomendación. Déjame alguna sugerencia de lectura tú también! A leer! #diadellibro https://t.co/jvhGZXyTEl,joy,P,3
3129,Brillante discurso de Emmanuel Macron frente a la tragedia de #notredame 👏👏👏,others,P,3
3130,"Quin gran resum: ""Ustedes no son lo suficientemente maduros como para contar las cosas como son. Incluso esa carga la dejan para sus hijos"". #GretaThunberg #COP24 https://t.co/yQIAnpERsE",others,P,3
3131,"EN EL #DiaDelLibro , CUÁL ES TU LIBRO, AUTOR Y GÉNERO FAVORITO???",others,P,3
3132,Vaaaamos Campeones de la Liga!!!!! #BarçaLevante #Laliga,joy,P,3
3133,Cinco nuevas incorporaciones a la lista de pendientes por el #DíaDelLibro 😱: https://t.co/RkgOJnVLS0,others,P,3
3134,"🚨 Precedentes ligueros del #SevillaFC en Montilivi. Dos visitas, dos victorias por la mínima ✅ 👉 https://t.co/qdVnB4nchQ #GironaSevillaFC #LaLiga #Sevilla #Sevillahoy #DATO https://t.co/2MCtjUopy4",others,P,3
3135,Dios mio #Messi me emocioné con ese tiro libre #ChampionsLeague https://t.co/O26wLJCbFH,surprise,P,3
3136,"#GretaThunberg , la adolescente sueca que falta un día a la semana a la escuela para protestar contra el cambio climático. https://t.co/2OcCZhNTcF",surprise,P,3
3137,El resumen Gallego y Rey #ElecccionesGenerales28A Buenos días https://t.co/blR3RPTqYd,others,P,3
3138,"Sea cual fuere el libro que hayas comprado y/o que te hayan regalado y/o que estés leyendo durante este #DiaDelLibro, a buen seguro que has conseguido `parar el tiempo´. Siempre un lujo; siempre un placer...: ¡bendita #lectura! Saludos y buen resto de tarde-noche. https://t.co/XlIBLtq8vD",surprise,P,3
3139,"Por favor, Me puede decir alguien los datos de Hernández Mancha? #fraCasado igual o peor? #ElecccionesGenerales28A",others,P,3
3140,"En estos momentos “qué bonito” o “cómo ser feliz” son proposiciones demasiado complicadas; prefiero aferrarme a otros criterios. Por ejemplo, a si algo es justo, honesto o universal. #DiaDelLibro #TokioBlues #HarukiMurakami",others,P,3
3141,"Ciudadanos, la visagra a la democracia, el moderador, el sensato, el sabio, la harina del pan! #ElecccionesGenerales28A #EleccionesGenerales28A",others,P,3
3142,Hoy hay capítulo doble de #juegodetronos. El de las Votaciones generales y el de hbo_es. Ya sabes. Elige tu casa sabiamente. #vota #votaciones2019 #28A #juegodetronoselreto… https://t.co/Su9cMS1Tjf,others,P,3
3143,"Si yo fuera un libro, sería de esos libros casi nuevos que están medios rotos. Una novela latinoamericana, con algo de historia y un conflicto existencial. Una historia de amor con momentos mamones y un final inconcluso #DíadelLibro",others,P,3
3144,Esto si que es la auténtica Marca España. Gente de todas las edades que apuestan por el futuro y no por la vuelta al pasado. #ElecccionesGenerales28A,joy,P,3
3145,Mi novela Intraterrestre está hoy con un 35% de descuento en BuscaLibre. ¡Solo por hoy! #DíadelLibro #INTRATERRESTRE https://t.co/0sUtLzHtO7,joy,P,3
3146,"USER Y qué me dicen de tarado USER diciendo que lástima en vez #NotreDame no hubiera sido la Almudena? ""El destino es gilipollas"" según él. Para mí que el gilipollas es él, digo.",anger,P,3
3147,"Me caga el #Barcelona pero esa jugada de #Messi era penal, claro penal no mamen. #Liverpool #CHAMPIONSxESPN #CHAMPIONSxFOX #ChampionsLeague",anger,P,3
3148,Este fue uno de las primeras novelas que leí y recuerdo que después de eso me volví una apasionada de la lectura... Lo mejor es que lo escribió la maestra que me daba clases de español en la secundaria 😌😌 #DiaDelLibro https://t.co/QTps1tdxn1,joy,P,3
3149,La Humanidad perdió mucho hoy #NotreDame,sadness,P,3
3150,"Exacto, los que queremos a nuestro país, con su plurinacionalidad, su Estado de Bienestar, su sanidad pública, su educación gratuita y de calidad, su gente queriendo a quien le dé la gana... etc. Esa es nuestra España. #ElecccionesGenerales28A https://t.co/REWdq0TROT",joy,P,3
3151,"#ElecccionesGenerales28A Seguimos PROGRESANDO y no involucionando. Me congratula ver que los españoles todavía no nos dejamos manipular por mentiras, cuentos y tergiversaciones de la derecha. La cobarde, la escondida y la de los machitos de pacotilla. BIEN ESPAÑA, BIEN.",joy,P,4
3152,"Las cosas claras, NOTRE DAME la a quemado el dragón de el Rey de la Noche (VISERION). No puede ser coincidencia que se queme cuando cruzan el muro. #got #GameOfThrones #NotreDame #JuegodeTronos #Paris",others,P,4
3153,¡Gracias a Dios! Las llamas de este incendio fueron controladas🙏🏻🇫🇷 Mucha fuerza #Francia ✨ Pronto volveremos a ver brillar esta hermosa estructura #NotreDame que peores momentos se ha enfrentado🤞🏻⚔️ #París #NotreDameCathedral https://t.co/JtEptG2AEz,joy,P,4
3154,Tú no puedes comprar al viento Tú no puedes comprar al sol Tú no puedes comprar la lluvia Tú no puedes comprar el calor Tú no puedes comprar las nubes Tú no puedes comprar los colores (Calle 13) #ClimateStrike #ClimateChangeStrike #ClimateChange #GretaThunberg,others,P,4
3155,MADRID SHOPPING TOUR por el respeto al medio ambiente #diamundialdelagua #worlddayofwater #savewater #respeto #inspirandoelcambio #medioambiente #15mclimatico #planeta #planet #gretathunberg #fridaysforfuture #nature #naturaleza #environment #agua #respect #azul #bienescaso https://t.co/jMZb2rI9mW,others,P,4
3156,#LaLiga 🇪🇸 ¡Inicia el segundo tiempo!⏰ USER 0-0 USER EN VIVO: https://t.co/1RXJmqFCeo,joy,P,4
3157,"#DíaInternacionalDelLibro #DíaDelLibro Regalar un libro, recibir un libro, fomentar la lectura, amar los libros, acudir a una biblioteca, son los mejores placeres de la vida. https://t.co/AiNpIyq1RN",joy,P,4
3158,"EN NOMBRE DE LOS ARGENTINOS QUE AMAMOS LA PATRIA GRANDE, PERDÓN #VENEZUELA USER ..Ni qué decir de los twits de #JohnBolton y los presidentes latinoamericanos que se le han subordinado, desde #Colombia, #ARGENTINA, #Perú o #Panamá... https://t.co/kNQJxiINyy https://t.co/TS8mL8R3mm",others,P,4
3159,129 (40%) el #PSOE menudooooo TONGOOOOOOOO #ElecccionesGenerales28A,others,P,4
3160,20 años dando jugo con el golpe en Venezuela. Debe ser por eso que el payaso de turno tiene solo 30 y tantos años! Necesitan a un puto bien joven para que tengan aguante hasta que muera!!! Jajajajjaa😂 #NoVolveránCarajo #PuebloEnMirafloresConMaduro #Venezuela https://t.co/UKSl63gnUX,others,P,4
3161,8 ligas en 11 años ⚽️🏆💙❤ #MesQueUnClub #ViscaBarca #BlaugranaAlVent #LaLiga USER USER USER USER USER #Messi USER #FelizSabado #Barcelona #BarçaLevante https://t.co/5nzBcUhop4,joy,P,4
3162,"USER a USER afirmó que el papa recibió , como todos en el Vaticano con consternación, shock y tristeza la noticia sobre incendio #NotreDame. En 1 mensaje al arz. Paris el papa se refirió a su dolor por este suceso que se dio justamente al inicio de Semana Santa.",sadness,P,4
3163,Feliz día de Sant Jordi. #DíaDelLibro https://t.co/cG8NbBeNh7,joy,P,4
3164,#ATENCIÓN emisión especial a las 6:20 pm de USER sobre situación en #Venezuela LOS ESPERAMOS! https://t.co/O1yPsW6rsa,joy,P,4
3165,"#ElecccionesGenerales28A ""CON RIVERA NO, CON RIVERA NO"" #ConRiveraNo Mensaje de la militancia a Pedro Sánchez, ya lo ha oído, pues haz caso o lo pagarás. #SiSePuede",anger,P,4
3166,No sé si será su última pero a disfrutar USER . Gracias por los recuerdos. #BarçaLevante #LaLiga https://t.co/MSYMMroGwO,joy,P,4
3167,Me causa una tristeza inmensa lo que está pasando en Notre Dame.. No es mi país.. no conocí.. pero no deja de angustiarme la pérdida! #NotreDame,sadness,P,4
3168,"🌐 | #GretaThunberg lucha contra el #CambioClimático, conoce la gran determinación de esta pequeña de 16 años: https://t.co/DDIZUuOTJd https://t.co/kkSO5n3U3W",joy,P,4
3169,Que tristeza ver Notre dame en estas codiciones un lugar muy lindo #NotreDame,sadness,P,4
3170,#LaLiga 🏆 | #FCB 🔵🔴 🔸 Rakitic vio la quinta amarilla y no jugará ante el Celta https://t.co/YzIWR0V7Qg https://t.co/w5sABEWdQq,others,P,4
3171,No quiero hacer spoilers. Así que solo diré MECAGOENTOSTUSMUERTOSQUÉTENSIÓNDEVIDA #GameofThrones #JuegodeTronos #vivePoniente,anger,P,4
3172,"#LoÚltimo Con un gol de USER y doblete de Messi, USER venció 3-0 al USER en la Ida de las Semifinales de la #ChampionsLeague. https://t.co/EG0vHRDuLn",others,P,4
3173,"ULTIMA HORA: Debido a la gravísima situación social que se vive en #Venezuela desde las últimas horas, #CONMEBOL SUSPENDIÓ el duelo entre USER 🇻🇪 y USER 🇦🇷, que debían jugar el jueves x #CopaSudamericana. El comunicado, a continuación 👇. USER #AAAJ https://t.co/w6oFDrcySh",others,P,4
3174,Solo tengo una palabra para el día de hoy... Expiación. #DíaDelLibro,others,P,4
3175,Madre mía 😨¿Habéis visto el último capítulo de #JuegodeTronos? 😱😱😱,surprise,P,4
3176,#LaLiga🇪🇸 ¡Inicia el primer tiempo! ⏰ USER 🆚 USER USER es titular 🇲🇽 EN VIVO: https://t.co/1RXJmqFCeo,others,P,4
3177,¿Qué tipo de persona crítica así a esta niña ( #GretaThunberg )? https://t.co/LxIMlxYAeK,others,P,4
3178,Intentando entender lo que pasa en el episodio porque no se ve una mierda. #JuegoDeTronos #GameOfThrones #got https://t.co/sY4yFjQnvC,others,P,4
3179,"Y gana la izquierda y se descalabra el PP... Madre mía, que fantasía. #28A #ElecccionesGenerales28A",others,P,4
3180,Así quedó el interior de la catedral de #NotreDame de París #AFP https://t.co/CTDo1gZP4U,others,P,4
3181,"Me parece, señor presidente, que le han metido en un aprieto. #ElecccionesGenerales28A #EleccionesL6 https://t.co/raaIJl09s4",others,P,4
3182,"Es triste y doloroso ver qué #NotreDame se ha quemado, es un monumento histórico que no tiene precio, pero también es muy triste ver que en menos de 24 h se han recaudado, cuanto? 700 millones? luego cuando hace falta para la gente que no tiene que comer hay que rascar",sadness,P,4
3183,#DiaDelLibro El primer libro de herbolaria americana se hizo en México. https://t.co/oNGWLzoItF https://t.co/zgQ3QthAdc,others,P,4
3184,"Sigo conmovido por la huelga de ayer de la juventud. +1.5 millones, más de 300 ciudades - el día de acción global climática más grande jamás. ""Los líderes mundiales están perdiendo la ventana para actuar, pero no vamos a quedarnos quietos viendo su inercia"" #GretaThunberg https://t.co/Dqc0jyeJ2h",surprise,P,4
3185,No hay peor ciego que el que no quiera ver! BURROS de trapos rojos mugrientos! #VenezuelaLibre 🇻🇪 https://t.co/Vam7fPXm9x,disgust,P,4
3186,El otro día vimos en clase de 3°ESO esta magnífica intervención de #GretaThunberg ante el Parlamento Europeo. El debate es claro: ¿Debemos actuar como si nuestra casa estuviera en llamas? ¿se podrá recontruir el planeta como quien reconstruye Notre Dame? https://t.co/k6K0OaH8mB,others,P,4
3187,La dinastía de Leo Messi🇦🇷 en #LaLiga🇪🇸 1⃣2005: Campeón🏆 2⃣2006: Campeón🏆 3⃣2009: Campeón🏆 4⃣2010: Campeón🏆 5⃣2011: Campeón🏆 6⃣2013: Campeón🏆 7⃣2015: Campeón🏆 8⃣2016: Campeón🏆 9⃣2018: Campeón🏆 🔟2019: Campeón🏆 Incuestionable.⚽️🔥 https://t.co/rzOmCzX6gM,others,P,4
3188,Mi TL me cae bien porque es como si se pusieran de acuerdo. #ChampionsLeague USER USER USER USER USER https://t.co/oM5FGacRmm,others,P,4
3189,"Creo que, ahora que su electorado grita #ConRiveraNO a USER , es un buen momento para recuperar sus declaraciones a USER sobre USER y USER . Por refrescarle la memoria. #EleccionesL6 #Elecciones2019 #ElecccionesGenerales28A #28A https://t.co/PHBFleUDXT",others,P,4
3190,"Sacerdote que salvó Corona de Espinas de #NotreDame durante #incendio, ya había sido héroe 😮➡️ https://t.co/lXUxhJZQ5w https://t.co/W7imeGEpsc",others,P,4
3191,Lo de #NotreDame no es aislado. No entiendo como no tuvieron mayo cuidado después de lo que viene pasando hace semanas: https://t.co/c07NFZr6xA #Paris #Francia,anger,P,4
3192,Hoy en mi IGTV de INSTAGRAM tenéis... https://t.co/uGmoniIkj5 #DíaDelLibro #DíaDeAragón #Zaragoza #SanJorge #SantJordi https://t.co/Ts4ggu86T3,others,P,4
3193,"Hasta el coño del #DebateDecisivo, me voy a leer. Ojalá los políticos tuvieran las mismas ganas de hacer política de la que muchos tenemos de votar. Feliz #DíadelLibro a todos.",anger,P,4
3194,Hoy que es #DíadelLibro te recordamos que puedes descargar gratuitamente los cuadernillos de nuestras exposiciones. Da clic aquí →https://t.co/08D9LYL2VE https://t.co/RyK7Yn0vj6,others,P,4
3195,Flipo con los que dicen que el capítulo de #JuegodeTronos ha sido flojo. ¿Ustedes qué vieron?,surprise,P,4
3196,Un grupo de personas cantan y oran mientras la catedral de #NotreDame está en llamas. Así vivieron los parisinos una de las tragedias más grandes del patrimonio arquitectónico de #Francia. https://t.co/hpnMZzw7wA,others,P,4
3197,"Hoy es más probable que muera guaidó que maduro. Quien lo asesine no se sabrá nunca! Hoy vale menos, y vivo? Menos aún. El único ganador de hoy es maduro. #Venezuela #embajadadechile #GuaidoOtraVezFracaso",others,P,4
3198,"En foodtopia,cuando producimos un plato, no solo nos preocupa que esté bueno,nos preocupa que nuestra forma de alimentarnos es más del 50% de la amenaza a - NUESTRO DERECHO A EXISTIR-- #EnDirecto #Murcia #fridaysforfuture #LoMásLeído #Rubicity #GretaThunberg #ExtinctionRebellion",others,P,4
3199,"#EleccionesL6 #ElecccionesGenerales28A ¿Por qué el Brexit, Bolsonaro, Trump, Orbán o Salvini en sus países sí y en España Vox no? El argumento de que en esos países hay gente muy mala, ignorante y fascista y en España no hay tanta es demasiado simple.",anger,P,4
